"","Group","Citation","Count","Tool_Type","Material_Type","Usage","Temperature","Therm_vs.Other"
"107","Klamath","Spier,_Leslie._1930._Klamath_Ethnography._InPublications_in_American_Archaeology_and_Ethnology,_30:x,_338._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_001.",1,"awl","bone","Piercing",-5.900000095,"Alternative"
"108","Kutenai","Turney_High,_Harry_Holbert._1941._Ethnography_of_the_Kutenai._InMemoirs_of_the_American_Anthropological_Association,_202._Menasha,_Wis.:_American_Anthropological_Association._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nf08_003.",1,"awl","bone","Baskets",-10.30000019,"Alternative"
"110","Omaha","Fletcher,_Alice_C._(Alice_Cunningham),_and_Francis_La_Flesche._1911._The_Omaha_Tribe._InTwenty_Seventh_Annual_Report_of_the_Bureau_of_American_Ethnology,_1905_06,_17_672_,_65_plates._Washington:_Government_Printing_Office._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq21_001.",1,"awl","bone","Shelter",-11.5,"Thermoregulation"
"112","Osage","La_Flesche,_Francis,_and_Garrick_Alan_Bailey._1995._The_Osage_and_the_Invisible_World:_From_the_Works_of_Francis_La_Flesche._InThe_Civilization_of_the_American_Indian_Series,_v._217:xiv,_323._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq22_034.",1,"awl","bone","Mythology",-5.5,"Alternative"
"113","Osage","La_Flesche,_Francis,_and_Garrick_Alan_Bailey._1995._The_Osage_and_the_Invisible_World:_From_the_Works_of_Francis_La_Flesche._InThe_Civilization_of_the_American_Indian_Series,_v._217:xiv,_323._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq22_034.",1,"awl","bone","Tattooing",-5.5,"Alternative"
"114","Osage","La_Flesche,_Francis,_and_Garrick_Alan_Bailey._1995._The_Osage_and_the_Invisible_World:_From_the_Works_of_Francis_La_Flesche._InThe_Civilization_of_the_American_Indian_Series,_v._217:xiv,_323._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq22_034.",1,"awl","metal","Tattooing",-5.5,"Alternative"
"116","Eastern Apache","Opler,_Morris_Edward._1941.An_Apache_Life_Way:_The_Economic,_Social,_and_Religious_Institutions_of_the_Chiricahua_Indians._Chicago:_University_of_Chicago_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt08_001.",1,"awl","bone","Clothing",-1.5,"Thermoregulation"
"117","Hopi","Waters,_Frank,_and_Oswald_White_Bear_Fredericks._1963.Book_of_the_Hopi._New_York:_Viking_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt09_045.",1,"awl","bone","Clothing",-7,"Thermoregulation"
"119","Hopi","Whiting,_Alfred_F._1939._Ethnobotany_of_the_Hopi._InBulletin,_viii,_120._Flagstaff:_Northern_Arizona_Society_of_Science_and_Art._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt09_035.",1,"awl","bone","Baskets",-7,"Alternative"
"120","Hopi","Whiting,_Alfred_F._1939._Ethnobotany_of_the_Hopi._InBulletin,_viii,_120._Flagstaff:_Northern_Arizona_Society_of_Science_and_Art._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt09_035.",1,"awl","bone","Clothing",-7,"Thermoregulation"
"121","Hopi","Harvey,_Byron._1970._Ritual_in_Pueblo_Art:_Hopi_Life_in_Hopi_Painting._InContributions_from_the_Museum_of_the_American_Indian,_v._24:vii,_81._New_York:_Museum_of_the_American_Indian,_Heye_Foundation._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt09_019.",1,"awl","bone","Baskets",-7,"Alternative"
"123","Mescalero Apache","Farrer,_Claire_R._1991.Living_Lifes_Circle:_Mescalero_Apache_Cosmovision._Albuquerque:_University_of_New_Mexico_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt25_047.",1,"awl","bone","Shelter",-6.199999809,"Thermoregulation"
"124","Mescalero Apache","Farrer,_Claire_R._1991.Living_Lifes_Circle:_Mescalero_Apache_Cosmovision._Albuquerque:_University_of_New_Mexico_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt25_047.",1,"awl","bone","Clothing",-6.199999809,"Thermoregulation"
"125","Navajo","Kluckhohn,_Clyde,_W._W._(Willard_Williams)_Hill,_and_Lucy_Wales_Kluckhohn._1971.Navaho_Material_Culture._Cambridge,_Mass.:_Belknap_Press_of_Harvard_University_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt13_192.",1,"awl","bone","Quirts",-8.600000381,"Alternative"
"126","Navajo","Kluckhohn,_Clyde,_W._W._(Willard_Williams)_Hill,_and_Lucy_Wales_Kluckhohn._1971.Navaho_Material_Culture._Cambridge,_Mass.:_Belknap_Press_of_Harvard_University_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt13_192.",1,"awl","wood","Quirts",-8.600000381,"Alternative"
"127","Navajo","Kluckhohn,_Clyde,_W._W._(Willard_Williams)_Hill,_and_Lucy_Wales_Kluckhohn._1971.Navaho_Material_Culture._Cambridge,_Mass.:_Belknap_Press_of_Harvard_University_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt13_192.",1,"awl","wood","Ropes",-8.600000381,"Alternative"
"128","Navajo","Kluckhohn,_Clyde,_W._W._(Willard_Williams)_Hill,_and_Lucy_Wales_Kluckhohn._1971.Navaho_Material_Culture._Cambridge,_Mass.:_Belknap_Press_of_Harvard_University_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt13_192.",1,"awl","bone","Ropes",-8.600000381,"Alternative"
"129","Navajo","Kluckhohn,_Clyde,_W._W._(Willard_Williams)_Hill,_and_Lucy_Wales_Kluckhohn._1971.Navaho_Material_Culture._Cambridge,_Mass.:_Belknap_Press_of_Harvard_University_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt13_192.",1,"awl","bone","Baskets",-8.600000381,"Alternative"
"130","Navajo","Vestal,_Paul_Anthony._1952._Ethnobotany_of_the_Ramah_Navaho._InReports_of_the_Ramah_Project,_;_Papers,_v._40:94._Cambridge:_The_Museum._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt13_213.",1,"awl","bone","Mats",-8.600000381,"Thermoregulation"
"131","Navajo","Vestal,_Paul_Anthony._1952._Ethnobotany_of_the_Ramah_Navaho._InReports_of_the_Ramah_Project,_;_Papers,_v._40:94._Cambridge:_The_Museum._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt13_213.",1,"awl","bone","Bedding",-8.600000381,"Thermoregulation"
"132","Navajo","Reichard,_Gladys_Amanda._1950._Navaho_Religion:_A_Study_of_Symbolism._In_._New_York:_Bollinger_Foundation._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt13_063.",1,"awl","bone","Mythology",-8.600000381,"Alternative"
"135","Northern Paiute","Kelly,_Isabel_Truesdell._1934._Ethnography_of_the_Surprise_Valley_Paiute._InUniversity_of_California_Publications._American_Archaeology_and_Ethnology,_v._31:67_210_,_plates_17_32._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr13_001.",1,"awl","bone","Shelter",-5,"Thermoregulation"
"137","Northern Paiute","Kelly,_Isabel_Truesdell._1934._Ethnography_of_the_Surprise_Valley_Paiute._InUniversity_of_California_Publications._American_Archaeology_and_Ethnology,_v._31:67_210_,_plates_17_32._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr13_001.",1,"awl","bone","Jewlery ",-5,"Alternative"
"138","Northern Paiute","Kelly,_Isabel_Truesdell._1934._Ethnography_of_the_Surprise_Valley_Paiute._InUniversity_of_California_Publications._American_Archaeology_and_Ethnology,_v._31:67_210_,_plates_17_32._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr13_001.",1,"awl","bone","Baskets",-5,"Alternative"
"139","Northern Paiute","Kelly,_Isabel_Truesdell._1934._Ethnography_of_the_Surprise_Valley_Paiute._InUniversity_of_California_Publications._American_Archaeology_and_Ethnology,_v._31:67_210_,_plates_17_32._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr13_001.",1,"awl","bone","Stone pipe",-5,"Alternative"
"140","Northern Paiute","Riddell,_Francis_A._1960._Honey_Lake_Paiute_Ethnography._Anthropological_Papers_(Nevada_State_Museum)_vol_xxxix_(1):_vi,_92_,_5_plates._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr13_015.",1,"awl","bone","Baskets",-5,"Alternative"
"142","Western Apache","Buskirk,_Winfred._1986._The_Western_Apache:_Living_with_the_Land_before_1950._InThe_Civilization_of_the_American_Indian_Series,_v._177:xiv,_273._Norman_Okla._:_University_of_Oklahoma_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt21_058.",1,"awl","bone","Foodways",-4.699999809,"Alternative"
"143","Western Apache","Goodwin,_Grenville._1939._Myths_and_Tales_of_the_White_Mountain_Apache._InMemoirs_of_the_American_Folk_Lore_Society,_XXXIII:xviii,_223._New_York:_The_American_Folk_lore_Society,_J.J._Augustin,_Agent._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nt21_010.",1,"awl","bone","Clothing",-4.699999809,"Thermoregulation"
"144","Northern Paiute","Kelly,_Isabel_Truesdell._1934._Ethnography_of_the_Surprise_Valley_Paiute._InUniversity_of_California_Publications._American_Archaeology_and_Ethnology,_v._31:67_210_,_plates_17_32._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr13_001.",1,"awl","horn","Clothing",-5,"Thermoregulation"
"145","Klamath","Barker,_Muhammad_Abd_al_Rahman._1963._Klamath_Texts._InUniversity_of_California_Publications_in_Linguistics,_30:viii,_197_,_plates._Berkeley:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_009.",1,"awl","unknown","Mythology",-5.900000095,"Alternative"
"146","Klamath","Spier,_Leslie._1930._Klamath_Ethnography._InPublications_in_American_Archaeology_and_Ethnology,_30:x,_338._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr10_001.",1,"awl","unknown","Shoes",-5.900000095,"Thermoregulation"
"147","Aleut","Alexander,_Fred._1949._A_Medical_Survey_of_the_Aleutian_Islands_(1948)._InThe_New_England_Journal_of_Medicine,_Vol._240:1035_40._Boston:_Massachusetts_Medical_Society._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/cultures/na06/documents/028.",1,"needle","bone","Medical",-5.900000095,"Alternative"
"148","Aleut","Jochelson,_Waldemar._1933._History,_Ethnology,_and_Anthropology_of_the_Aleut._InPublication,_v,_91._Washington:_Carnegie_institution_of_Washington._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/cultures/na06/documents/002.",1,"needle","bone","Medical",-5.900000095,"Alternative"
"149","Aleut","Jochelson,_Waldemar._1925._Archaeological_Investigations_in_the_Aleutian_Islands._InPublication,_ix,_145._Washington:_Carnegie_Institution_of_Washington._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/cultures/na06/documents/010.",1,"needle","bone","Fishing",-5.900000095,"Alternative"
"150","Aleut","Jochelson,_Waldemar._1925._Archaeological_Investigations_in_the_Aleutian_Islands._InPublication,_ix,_145._Washington:_Carnegie_Institution_of_Washington._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/cultures/na06/documents/010.",1,"needle","bone","Boat Covering",-5.900000095,"Alternative"
"151","Aleut","Laughlin,_William_S._1980._Aleuts,_Survivors_of_the_Bering_Land_Bridge._InCase_Studies_in_Cultural_Anthropology,_vii,_151._New_York:_Holt,_Rinehart,_and_Winston._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=na06_071.",1,"needle","bone","Clothing",-5.900000095,"Thermoregulation"
"152","Aleut","Laughlin,_William_S._1980._Aleuts,_Survivors_of_the_Bering_Land_Bridge._InCase_Studies_in_Cultural_Anthropology,_vii,_151._New_York:_Holt,_Rinehart,_and_Winston._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=na06_071.",1,"needle","bone","Shoes",-5.900000095,"Thermoregulation"
"153","Aleut","Coxe,_William._1804._Account_of_the_Russian_Discoveries_between_Asia_and_America._In_._London:_Cadell_and_Davies._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/cultures/na06/documents/004.",1,"needle","bone","Clothing",-5.900000095,"Thermoregulation"
"154","Aleut","Pallas,_Peter_Simon,_and_James_R._(James_Raymond)_Masterson._1948._Berings_Successors,_1745_1780._In_._Seattle:_Univ._of_Washington_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/cultures/na06/documents/043.",1,"needle","bone","Clothing",-5.900000095,"Thermoregulation"
"155","Aleut","Lantis,_Margaret._1970._The_Aleut_Social_System:_1750_to_1810,_from_Early_Historical_Sources._InEthnohistory_in_Southwestern_Alaska_and_the_Southern_Yukon;_Method_and_Content_by_Robert_E._Ackerman_and_Others,_139_301._Lexington:_University_Press_of_Kentucky._https://ehrafworldcultures.yale.edu/document?id=na06_074.",1,"needle","bone","Clothing",-5.900000095,"Thermoregulation"
"156","Aleut","Lantis,_Margaret._1970._The_Aleut_Social_System:_1750_to_1810,_from_Early_Historical_Sources._InEthnohistory_in_Southwestern_Alaska_and_the_Southern_Yukon;_Method_and_Content_by_Robert_E._Ackerman_and_Others,_139_301._Lexington:_University_Press_of_Kentucky._https://ehrafworldcultures.yale.edu/document?id=na06_074.",1,"needle","bone","Mats",-5.900000095,"Thermoregulation"
"157","Aleut","Bank,_Ted._1953._Botanical_and_Ethnological_Studies_in_the_Aleutian_Islands:_II._Health_and_Medical_Lore_of_the_Aleuts.Papers_of_the_Michigan_Academy_of_Science,_Arts,_and_LettersVol._38:_415_32._https://ehrafworldcultures.yale.edu/document?id=na06_067.",1,"needle","bone","Medical",-5.900000095,"Alternative"
"161","Alutiiq","Birket_Smith,_Kaj._1941._Early_Collections_from_the_Pacific_Eskimo._InEthnographical_Studies,_Published_on_the_Occasion_of_the_Centenary_of_the_Ethnographical_Deparment,_National_Museum,_ix,_261._Kobenhavn:_Gyldendal._https://ehrafworldcultures.yale.edu/document?id=na10_003.",1,"needle","bone","Fishing",-12.39999962,"Alternative"
"163","Chipewyans","Birket_Smith,_Kaj._1930._Contributions_to_Chipewyan_Ethnology._InReport,_6:115._Copenhagen:_Gyldendalske_Boghandel,_Nordisk_Forlag._https://ehrafworldcultures.yale.edu/document?id=nd07_017.",1,"needle","bone","Snowshoes",-27.39999962,"Thermoregulation"
"164","Chipewyans","Irimoto,_Takashi._1981._Chipewyan_Ecology:_Group_Structure_and_Caribou_Hunting_System._InSenri_Ethnological_Studies,_1,_2,_12,_196_,_plsyrd._Osaka,_Japan:_National_Museum_of_Ethnology._https://ehrafworldcultures.yale.edu/document?id=nd07_004.",1,"needle","bone","Snowshoes",-27.39999962,"Thermoregulation"
"165","Copper Inuit","Jenness,_Diamond._1946._The_Material_Culture_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Southern_Party,_1913_1916,_16:8,_148._Ottawa,_Ont.:_Edmond_Cloutier,_Kings_Printer_and_Controller_of_Stationery._https://ehrafworldcultures.yale.edu/document?id=nd08_028.",1,"needle","bone","Shelter",-34.5,"Thermoregulation"
"166","Copper Inuit","Jenness,_Diamond._1946._The_Material_Culture_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Southern_Party,_1913_1916,_16:8,_148._Ottawa,_Ont.:_Edmond_Cloutier,_Kings_Printer_and_Controller_of_Stationery._https://ehrafworldcultures.yale.edu/document?id=nd08_028.",1,"needle","bone","Bags",-34.5,"Alternative"
"167","Copper Inuit","Jenness,_Diamond._1946._The_Material_Culture_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Southern_Party,_1913_1916,_16:8,_148._Ottawa,_Ont.:_Edmond_Cloutier,_Kings_Printer_and_Controller_of_Stationery._https://ehrafworldcultures.yale.edu/document?id=nd08_028.",1,"needle","bone","Fishing",-34.5,"Alternative"
"169","Copper Inuit","Rasmussen,_Knud._1932._Intellectual_Culture_of_the_Copper_Eskimos._InReport_of_the_Fifth_Thule_Expedition,_1921_1924,_IX:350,_plates._Copenhagen,_Denmark:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nd08_003.",1,"needle","bone","Fishing",-34.5,"Alternative"
"170","Copper Inuit","Jenness,_Diamond._1922._The_Life_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_XII:5_277_,_9_plates._Ottawa,_Ont.:_F.A._Acland._https://ehrafworldcultures.yale.edu/document?id=nd08_001.",1,"needle","bone","Hunting",-34.5,"Alternative"
"171","Copper Inuit","Jenness,_Diamond._1922._The_Life_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_XII:5_277_,_9_plates._Ottawa,_Ont.:_F.A._Acland._https://ehrafworldcultures.yale.edu/document?id=nd08_001.",1,"needle","bone","Fishing",-34.5,"Alternative"
"172","Copper Inuit","Jenness,_Diamond._1922._The_Life_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_XII:5_277_,_9_plates._Ottawa,_Ont.:_F.A._Acland._https://ehrafworldcultures.yale.edu/document?id=nd08_001.",1,"needle","bone","Fishing",-34.5,"Alternative"
"175","Ingalik","Osgood,_Cornelius._1970._Ingalik_Material_Culture._InYale_University_Publications_in_Anthropology,_500._New_Haven:_Human_Relations_Area_Files_Press._https://ehrafworldcultures.yale.edu/document?id=na08_001.",1,"needle","bone","Medical",-21.89999962,"Alternative"
"176","Ingalik","Osgood,_Cornelius._1958._Ingalik_Social_Culture._InYale_University_Publications_in_Anthropology,_289._New_Haven:_Published_for_the_Dept._of_Anthropology,_Yale_University,_by_The_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=na08_002.",1,"needle","bone","Medical",-21.89999962,"Alternative"
"177","Ingalik","Osgood,_Cornelius._1958._Ingalik_Social_Culture._InYale_University_Publications_in_Anthropology,_289._New_Haven:_Published_for_the_Dept._of_Anthropology,_Yale_University,_by_The_Yale_University_Press._https://ehrafworldcultures.yale.edu/document?id=na08_002.",1,"needle","bone","Medical",-21.89999962,"Alternative"
"178","Ingalik","Nelson,_Edward_William,_and_James_W._VanStone._1978._E._W._Nelsons_Notes_on_the_Indians_of_the_Yukon_and_Innoko_Rivers,_Alaska._InFieldiana?:_Anthropology?;_Publication_(Field_Museum_of_Natural_History),_v._70;_1281:xi,_80._Chicago:_Field_Museum_of_Natural_History._https://ehrafworldcultures.yale.edu/document?id=na08_006.",1,"needle","bone","Mythology",-21.89999962,"Alternative"
"179","Ingalik","Osgood,_Cornelius._1959._Ingalik_Mental_Culture._InYale_University_Publications_in_Anthropology,_195._New_Haven:_Dept._of_Anthropology,_Yale_University._https://ehrafworldcultures.yale.edu/document?id=na08_003.",1,"needle","bone","Ceremony or Ritual",-21.89999962,"Alternative"
"180","Ingalik","Osgood,_Cornelius._1959._Ingalik_Mental_Culture._InYale_University_Publications_in_Anthropology,_195._New_Haven:_Dept._of_Anthropology,_Yale_University._https://ehrafworldcultures.yale.edu/document?id=na08_003.",1,"needle","bone","Magic",-21.89999962,"Alternative"
"181","Innu","Lips,_Julius._1947._Notes_on_Montagnais_Naskapi_Economy_(Lake_St._John_and_Lake_Mistassini_Bands).EthnosVol._12:_1_78._https://ehrafworldcultures.yale.edu/document?id=nh06_011.",1,"needle","bone","Clothing",-21.29999924,"Thermoregulation"
"182","Innu","Lips,_Julius._1947._Notes_on_Montagnais_Naskapi_Economy_(Lake_St._John_and_Lake_Mistassini_Bands).EthnosVol._12:_1_78._https://ehrafworldcultures.yale.edu/document?id=nh06_011.",1,"needle","bone","Blankets ",-21.29999924,"Thermoregulation"
"183","Kaska","Honigmann,_John_Joseph,_and_June_Helm._1983._Kaska._InHandbook_of_North_American_Indians._Subarctic,_6:442_50._Washington,_D.C.:_Smithsonian_Institution?:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nd12_008.",1,"needle","bone","Clothing",-24.89999962,"Thermoregulation"
